workbook_compound_index_1based,workbook_excel_column_1based,workbook_compound_name,workbook_cas,complete_fixed21,missing_fixed21_targets,pubchem_cas_query,pubchem_cas_query_cids,pubchem_name_query,pubchem_name_query_cids,pubchem_cas_query_url,pubchem_name_query_url,pubchem_cid,resolution_status,resolution_ambiguity,resolution_decision,pubchem_access_date,candidate_pubchem_cids,candidate_pubchem_inchikeys,candidate_connectivity_blocks,pubchem_smiles,pubchem_connectivity_smiles,pubchem_inchikey,pubchem_iupac_name,rdkit_standard_inchikey,rdkit_connectivity,rdkit_canonical_isomeric_smiles,rdkit_canonical_nonisomeric_smiles,structure_fragment_count,pubchem_rdkit_inchikey_agree,structure_usable,candidate_only_connectivity_blocks,de_leakage_connectivity_blocks
121,122,Rapamycin,53123-88-9,True,,53123-88-9,5284616,Rapamycin,5284616,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/53123-88-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Rapamycin/cids/JSON,5284616,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5284616,QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT,C[C@@H]1CC[C@H]2C[C@@H](/C(=C/C=C/C=C/[C@H](C[C@H](C(=O)[C@@H]([C@@H](/C(=C/[C@H](C(=O)C[C@H](OC(=O)[C@@H]3CCCCN3C(=O)C(=O)[C@@]1(O2)O)[C@H](C)C[C@@H]4CC[C@H]([C@@H](C4)OC)O)C)/C)O)OC)C)C)/C)OC,CC1CCC2CC(C(=CC=CC=CC(CC(C(=O)C(C(C(=CC(C(=O)CC(OC(=O)C3CCCCN3C(=O)C(=O)C1(O2)O)C(C)CC4CCC(C(C4)OC)O)C)C)O)OC)C)C)C)OC,QFJCIRLUMZQUOT-HPLJOQBZSA-N,"(1R,9S,12S,15R,16E,18R,19R,21R,23S,24E,26E,28E,30S,32S,35R)-1,18-dihydroxy-12-[(2R)-1-[(1S,3R,4R)-4-hydroxy-3-methoxycyclohexyl]propan-2-yl]-19,30-dimethoxy-15,17,21,23,29,35-hexamethyl-11,36-dioxa-4-azatricyclo[30.3.1.04,9]hexatriaconta-16,24,26,28-tetraene-2,3,10,14,20-pentone",QFJCIRLUMZQUOT-HPLJOQBZSA-N,QFJCIRLUMZQUOT,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,COC1CC2CCC(C)C(O)(O2)C(=O)C(=O)N2CCCCC2C(=O)OC(C(C)CC2CCC(O)C(OC)C2)CC(=O)C(C)C=C(C)C(O)C(OC)C(=O)C(C)CC(C)C=CC=CC=C1C,1,True,True,,QFJCIRLUMZQUOT
122,123,"Rho Kinase Inhibitor III, Rockout",7272-84-6,True,,7272-84-6,644354,"Rho Kinase Inhibitor III, Rockout",644354,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/7272-84-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Rho%20Kinase%20Inhibitor%20III%2C%20Rockout/cids/JSON,644354,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,644354,LLJRXVHJOJRCSM-UHFFFAOYSA-N,LLJRXVHJOJRCSM,C1=CC=C2C(=C1)C(=CN2)C3=CC=NC=C3,C1=CC=C2C(=C1)C(=CN2)C3=CC=NC=C3,LLJRXVHJOJRCSM-UHFFFAOYSA-N,3-pyridin-4-yl-1H-indole,LLJRXVHJOJRCSM-UHFFFAOYSA-N,LLJRXVHJOJRCSM,c1ccc2c(-c3ccncc3)c[nH]c2c1,c1ccc2c(-c3ccncc3)c[nH]c2c1,1,True,True,,LLJRXVHJOJRCSM
123,124,Rho Kinase Inhibitor IV,913844-45-8,True,,913844-45-8,11976582;56972177,Rho Kinase Inhibitor IV,11976582,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/913844-45-8/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Rho%20Kinase%20Inhibitor%20IV/cids/JSON,11976582,resolved_unique_cas_name_intersection,False,unique_intersection,2026-08-10,11976582;56972177,CMKMGFAUKPAOMG-AWEZNQCLSA-N;ILDBNQGLZFSHQZ-UTLKBRERSA-N,CMKMGFAUKPAOMG;ILDBNQGLZFSHQZ,C[C@H]1CN(CCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C)C(=O)CN,CC1CN(CCCN1S(=O)(=O)C2=CC=CC3=C2C(=CN=C3)C)C(=O)CN,CMKMGFAUKPAOMG-AWEZNQCLSA-N,"2-amino-1-[(3S)-3-methyl-4-(4-methylisoquinolin-5-yl)sulfonyl-1,4-diazepan-1-yl]ethanone",CMKMGFAUKPAOMG-AWEZNQCLSA-N,CMKMGFAUKPAOMG,Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)C[C@@H]3C)c12,Cc1cncc2cccc(S(=O)(=O)N3CCCN(C(=O)CN)CC3C)c12,1,True,True,,CMKMGFAUKPAOMG
124,125,Ro-32-0432,151342-35-7,True,,151342-35-7,127757,Ro-32-0432,127757;11605551;70346044,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/151342-35-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Ro-32-0432/cids/JSON,127757,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,127757;11605551;70346044,FXGHOAZJQNLNFD-KRWDZBQOSA-N;HSPRASOZRZDELU-LMOVPXPDSA-N;HSPRASOZRZDELU-UHFFFAOYSA-N,FXGHOAZJQNLNFD;HSPRASOZRZDELU,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5C[C@H](CCN5C6=CC=CC=C64)CN(C)C,CN1C=C(C2=CC=CC=C21)C3=C(C(=O)NC3=O)C4=C5CC(CCN5C6=CC=CC=C64)CN(C)C,FXGHOAZJQNLNFD-KRWDZBQOSA-N,"3-[(8S)-8-[(dimethylamino)methyl]-6,7,8,9-tetrahydropyrido[1,2-a]indol-10-yl]-4-(1-methylindol-3-yl)pyrrole-2,5-dione",FXGHOAZJQNLNFD-KRWDZBQOSA-N,FXGHOAZJQNLNFD,CN(C)C[C@H]1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,CN(C)CC1CCn2c(c(C3=C(c4cn(C)c5ccccc45)C(=O)NC3=O)c3ccccc32)C1,1,True,True,,FXGHOAZJQNLNFD
125,126,SB 202474,172747-50-1,False,AKT1,172747-50-1,5162,SB 202474,5162,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/172747-50-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SB%20202474/cids/JSON,5162,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5162,MYKGURNPAUBQLJ-UHFFFAOYSA-N,MYKGURNPAUBQLJ,CCC1=C(N=C(N1)C2=CC=C(C=C2)OC)C3=CC=NC=C3,CCC1=C(N=C(N1)C2=CC=C(C=C2)OC)C3=CC=NC=C3,MYKGURNPAUBQLJ-UHFFFAOYSA-N,4-[5-ethyl-2-(4-methoxyphenyl)-1H-imidazol-4-yl]pyridine,MYKGURNPAUBQLJ-UHFFFAOYSA-N,MYKGURNPAUBQLJ,CCc1[nH]c(-c2ccc(OC)cc2)nc1-c1ccncc1,CCc1[nH]c(-c2ccc(OC)cc2)nc1-c1ccncc1,1,True,True,,MYKGURNPAUBQLJ
126,127,SB 202190,152121-30-7,True,,152121-30-7,5169,SB 202190,5169,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/152121-30-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SB%20202190/cids/JSON,5169,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5169,QHKYPYXTTXKZST-UHFFFAOYSA-N,QHKYPYXTTXKZST,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,C1=CC(=CC=C1C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F)O,QHKYPYXTTXKZST-UHFFFAOYSA-N,4-[4-(4-fluorophenyl)-5-pyridin-4-yl-1H-imidazol-2-yl]phenol,QHKYPYXTTXKZST-UHFFFAOYSA-N,QHKYPYXTTXKZST,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1,True,True,,QHKYPYXTTXKZST
127,128,SB 203580,152121-47-6,True,,152121-47-6,176155,SB 203580,176155,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/152121-47-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SB%20203580/cids/JSON,176155,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,176155,CDMGBJANTYXAIV-UHFFFAOYSA-N,CDMGBJANTYXAIV,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F,CDMGBJANTYXAIV-UHFFFAOYSA-N,4-[4-(4-fluorophenyl)-2-(4-methylsulfinylphenyl)-1H-imidazol-5-yl]pyridine,CDMGBJANTYXAIV-UHFFFAOYSA-N,CDMGBJANTYXAIV,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,CS(=O)c1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,1,True,True,,CDMGBJANTYXAIV
128,129,SB220025,165806-53-1,True,,165806-53-1,5164,SB220025,5164,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/165806-53-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SB220025/cids/JSON,5164,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5164,VSPFURGQAYMVAN-UHFFFAOYSA-N,VSPFURGQAYMVAN,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,C1CNCCC1N2C=NC(=C2C3=NC(=NC=C3)N)C4=CC=C(C=C4)F,VSPFURGQAYMVAN-UHFFFAOYSA-N,4-[5-(4-fluorophenyl)-3-piperidin-4-ylimidazol-4-yl]pyrimidin-2-amine,VSPFURGQAYMVAN-UHFFFAOYSA-N,VSPFURGQAYMVAN,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,Nc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,1,True,True,,VSPFURGQAYMVAN
129,130,SB 218078,135897-06-2,True,,135897-06-2,3387354,SB 218078,3387354,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/135897-06-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SB%20218078/cids/JSON,3387354,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3387354,OTPNDVKVEAIXTI-UHFFFAOYSA-N,OTPNDVKVEAIXTI,C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O,C1CC2N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N(C1O2)C7=C53)C(=O)NC6=O,OTPNDVKVEAIXTI-UHFFFAOYSA-N,"28-oxa-4,14,19-triazaoctacyclo[12.11.2.115,18.02,6.07,27.08,13.019,26.020,25]octacosa-1,6,8,10,12,20,22,24,26-nonaene-3,5-dione",OTPNDVKVEAIXTI-UHFFFAOYSA-N,OTPNDVKVEAIXTI,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1C1CCC3O1,1,True,True,,OTPNDVKVEAIXTI
130,131,SC-68376,318480-82-9,True,,318480-82-9,5174,SC-68376,5174,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/318480-82-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SC-68376/cids/JSON,5174,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5174,BHWCZLOXTLWZAQ-UHFFFAOYSA-N,BHWCZLOXTLWZAQ,CC1=NC(=C(O1)C2=CC=NC=C2)C3=CC=CC=C3,CC1=NC(=C(O1)C2=CC=NC=C2)C3=CC=CC=C3,BHWCZLOXTLWZAQ-UHFFFAOYSA-N,"2-methyl-4-phenyl-5-pyridin-4-yl-1,3-oxazole",BHWCZLOXTLWZAQ-UHFFFAOYSA-N,BHWCZLOXTLWZAQ,Cc1nc(-c2ccccc2)c(-c2ccncc2)o1,Cc1nc(-c2ccccc2)c(-c2ccncc2)o1,1,True,True,,BHWCZLOXTLWZAQ
131,132,SKF-86002,72873-74-6,True,,72873-74-6,5228,SKF-86002,5228,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/72873-74-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SKF-86002/cids/JSON,5228,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5228,YOELZIQOLWZLQC-UHFFFAOYSA-N,YOELZIQOLWZLQC,C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F,C1CSC2=NC(=C(N21)C3=CC=NC=C3)C4=CC=C(C=C4)F,YOELZIQOLWZLQC-UHFFFAOYSA-N,"6-(4-fluorophenyl)-5-pyridin-4-yl-2,3-dihydroimidazo[2,1-b][1,3]thiazole",YOELZIQOLWZLQC-UHFFFAOYSA-N,YOELZIQOLWZLQC,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,Fc1ccc(-c2nc3n(c2-c2ccncc2)CCS3)cc1,1,True,True,,YOELZIQOLWZLQC
132,133,Sphingosine Kinase Inhibitor,312636-16-1,True,,312636-16-1,753704,Sphingosine Kinase Inhibitor,16760659,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/312636-16-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Sphingosine%20Kinase%20Inhibitor/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,753704;16760659,ZDRVLAOYDGQLFI-UHFFFAOYSA-N;ZFGXZJKLOFCECI-UHFFFAOYSA-N,ZDRVLAOYDGQLFI;ZFGXZJKLOFCECI,,,,,,,,,,False,False,ZDRVLAOYDGQLFI;ZFGXZJKLOFCECI,ZDRVLAOYDGQLFI;ZFGXZJKLOFCECI
133,134,Src Kinase Inhibitor I,179248-59-0,True,,179248-59-0,1474853,Src Kinase Inhibitor I,1474853,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/179248-59-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Src%20Kinase%20Inhibitor%20I/cids/JSON,1474853,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,1474853,DMWVGXGXHPOEPT-UHFFFAOYSA-N,DMWVGXGXHPOEPT,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC,COC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC=C(C=C3)OC4=CC=CC=C4)OC,DMWVGXGXHPOEPT-UHFFFAOYSA-N,"6,7-dimethoxy-N-(4-phenoxyphenyl)quinazolin-4-amine",DMWVGXGXHPOEPT-UHFFFAOYSA-N,DMWVGXGXHPOEPT,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,COc1cc2ncnc(Nc3ccc(Oc4ccccc4)cc3)c2cc1OC,1,True,True,,DMWVGXGXHPOEPT
134,135,"Staurosporine, Streptomyces sp.",62996-74-1,True,,62996-74-1,44259,"Staurosporine, Streptomyces sp.",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/62996-74-1/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Staurosporine%2C%20Streptomyces%20sp./cids/JSON,44259,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,44259,HKSZLNNOFSGOKW-FYTWVXJKSA-N,HKSZLNNOFSGOKW,C[C@@]12[C@@H]([C@@H](C[C@@H](O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,CC12C(C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)NC)OC,HKSZLNNOFSGOKW-FYTWVXJKSA-N,"(2S,3R,4R,6R)-3-methoxy-2-methyl-4-(methylamino)-29-oxa-1,7,17-triazaoctacyclo[12.12.2.12,6.07,28.08,13.015,19.020,27.021,26]nonacosa-8,10,12,14,19,21,23,25,27-nonaen-16-one",HKSZLNNOFSGOKW-FYTWVXJKSA-N,HKSZLNNOFSGOKW,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,CNC1CC2OC(C)(C1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,1,True,True,,HKSZLNNOFSGOKW
135,136,STO-609,52029-86-4,True,,52029-86-4,3467590,STO-609,3467590,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/52029-86-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/STO-609/cids/JSON,3467590,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3467590,MYKOWOGZBMOVBJ-UHFFFAOYSA-N,MYKOWOGZBMOVBJ,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O,C1=CC=C2C(=C1)N=C3N2C(=O)C4=CC=CC5=C(C=CC3=C54)C(=O)O,MYKOWOGZBMOVBJ-UHFFFAOYSA-N,"11-oxo-3,10-diazapentacyclo[10.7.1.02,10.04,9.016,20]icosa-1(20),2,4,6,8,12,14,16,18-nonaene-17-carboxylic acid",MYKOWOGZBMOVBJ-UHFFFAOYSA-N,MYKOWOGZBMOVBJ,O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,O=C(O)c1ccc2c3c1cccc3c(=O)n1c3ccccc3nc21,1,True,True,,MYKOWOGZBMOVBJ
136,137,SU6656,330161-87-0,True,,330161-87-0,5309,SU6656,5312137,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/330161-87-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/SU6656/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,5309;5312137,LOGJQOUIVKBFGH-UHFFFAOYSA-N;LOGJQOUIVKBFGH-YBEGLDIGSA-N,LOGJQOUIVKBFGH,,,,,,,,,,False,False,LOGJQOUIVKBFGH,LOGJQOUIVKBFGH
