workbook_compound_index_1based,workbook_excel_column_1based,workbook_compound_name,workbook_cas,complete_fixed21,missing_fixed21_targets,pubchem_cas_query,pubchem_cas_query_cids,pubchem_name_query,pubchem_name_query_cids,pubchem_cas_query_url,pubchem_name_query_url,pubchem_cid,resolution_status,resolution_ambiguity,resolution_decision,pubchem_access_date,candidate_pubchem_cids,candidate_pubchem_inchikeys,candidate_connectivity_blocks,pubchem_smiles,pubchem_connectivity_smiles,pubchem_inchikey,pubchem_iupac_name,rdkit_standard_inchikey,rdkit_connectivity,rdkit_canonical_isomeric_smiles,rdkit_canonical_nonisomeric_smiles,structure_fragment_count,pubchem_rdkit_inchikey_agree,structure_usable,candidate_only_connectivity_blocks,de_leakage_connectivity_blocks
48,49,"ERK Inhibitor II, FR180204",865362-74-9,True,,865362-74-9,11493598,"ERK Inhibitor II, FR180204",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/865362-74-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ERK%20Inhibitor%20II%2C%20FR180204/cids/JSON,11493598,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,11493598,XVECMUKVOMUNLE-UHFFFAOYSA-N,XVECMUKVOMUNLE,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,C1=CC=C(C=C1)C2=NN3C=CC=CC3=C2C4=CC5=C(NN=C5N=N4)N,XVECMUKVOMUNLE-UHFFFAOYSA-N,"5-(2-phenylpyrazolo[1,5-a]pyridin-3-yl)-2H-pyrazolo[3,4-c]pyridazin-3-amine",XVECMUKVOMUNLE-UHFFFAOYSA-N,XVECMUKVOMUNLE,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,Nc1[nH]nc2nnc(-c3c(-c4ccccc4)nn4ccccc34)cc12,1,True,True,,XVECMUKVOMUNLE
49,50,ERK Inhibitor III,345616-52-6,True,,345616-52-6,45042040,ERK Inhibitor III,2844282;5339183;9604880;27109083,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/345616-52-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/ERK%20Inhibitor%20III/cids/JSON,,unresolved_cas_name_conflict,True,disjoint_candidate_sets,2026-08-10,2844282;5339183;9604880;27109083;45042040,RODAAYVFYDKHGT-AUWJEWJLSA-N;RODAAYVFYDKHGT-UHFFFAOYSA-N;RODAAYVFYDKHGT-VGOFMYFVSA-N;USTUZACYWHRDNL-VGOFMYFVSA-N,RODAAYVFYDKHGT;USTUZACYWHRDNL,,,,,,,,,,False,False,RODAAYVFYDKHGT;USTUZACYWHRDNL,RODAAYVFYDKHGT;USTUZACYWHRDNL
50,51,"Fascaplysin, Synthetic",114719-57-2,True,,114719-57-2,73293,"Fascaplysin, Synthetic",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/114719-57-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Fascaplysin%2C%20Synthetic/cids/JSON,73293,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,73293,WYQIPCUPNMRAKP-UHFFFAOYSA-O,WYQIPCUPNMRAKP,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O,C1=CC=C2C(=C1)C3=C(N2)C4=[N+](C=C3)C5=CC=CC=C5C4=O,WYQIPCUPNMRAKP-UHFFFAOYSA-O,"3-aza-13-azoniapentacyclo[11.7.0.02,10.04,9.014,19]icosa-1(13),2(10),4,6,8,11,14,16,18-nonaen-20-one",WYQIPCUPNMRAKP-UHFFFAOYSA-O,WYQIPCUPNMRAKP,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,O=C1c2ccccc2-[n+]2ccc3c([nH]c4ccccc43)c21,1,True,True,,WYQIPCUPNMRAKP
51,52,Flt-3 Inhibitor,301305-73-7,True,,301305-73-7,1048845,Flt-3 Inhibitor,1048845,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/301305-73-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Flt-3%20Inhibitor/cids/JSON,1048845,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,1048845,FSPQCTGGIANIJZ-UHFFFAOYSA-N,FSPQCTGGIANIJZ,COC1=C(C=C(C=C1)C(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N)OC,COC1=C(C=C(C=C1)C(=O)NC2=C(C3=C(S2)CCCC3)C(=O)N)OC,FSPQCTGGIANIJZ-UHFFFAOYSA-N,"2-[(3,4-dimethoxybenzoyl)amino]-4,5,6,7-tetrahydro-1-benzothiophene-3-carboxamide",FSPQCTGGIANIJZ-UHFFFAOYSA-N,FSPQCTGGIANIJZ,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,COc1ccc(C(=O)Nc2sc3c(c2C(N)=O)CCCC3)cc1OC,1,True,True,,FSPQCTGGIANIJZ
52,53,Flt-3 Inhibitor II,896138-40-2,True,,896138-40-2,11601743,Flt-3 Inhibitor II,11601743,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/896138-40-2/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Flt-3%20Inhibitor%20II/cids/JSON,11601743,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11601743,NIMIWWQLOGNYHD-UHFFFAOYSA-N,NIMIWWQLOGNYHD,C1=CC2=C(C=C1O)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)O,C1=CC2=C(C=C1O)C=C(N2)C(=O)C3=CC4=C(N3)C=CC(=C4)O,NIMIWWQLOGNYHD-UHFFFAOYSA-N,bis(5-hydroxy-1H-indol-2-yl)methanone,NIMIWWQLOGNYHD-UHFFFAOYSA-N,NIMIWWQLOGNYHD,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cc(O)ccc2[nH]1,O=C(c1cc2cc(O)ccc2[nH]1)c1cc2cc(O)ccc2[nH]1,1,True,True,,NIMIWWQLOGNYHD
53,54,Flt-3 Inhibitor III,852045-46-6,True,,852045-46-6,11772958,Flt-3 Inhibitor III,11772958,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/852045-46-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Flt-3%20Inhibitor%20III/cids/JSON,11772958,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11772958,FNZTULJDGIXMJJ-UHFFFAOYSA-N,FNZTULJDGIXMJJ,C1CCN(C1)CCOC2=CC=C(C=C2)NC3=NC=C(S3)C4=CC=CC=C4,C1CCN(C1)CCOC2=CC=C(C=C2)NC3=NC=C(S3)C4=CC=CC=C4,FNZTULJDGIXMJJ-UHFFFAOYSA-N,"5-phenyl-N-[4-(2-pyrrolidin-1-ylethoxy)phenyl]-1,3-thiazol-2-amine",FNZTULJDGIXMJJ-UHFFFAOYSA-N,FNZTULJDGIXMJJ,c1ccc(-c2cnc(Nc3ccc(OCCN4CCCC4)cc3)s2)cc1,c1ccc(-c2cnc(Nc3ccc(OCCN4CCCC4)cc3)s2)cc1,1,True,True,,FNZTULJDGIXMJJ
54,55,cFMS Receptor Tyrosine Kinase Inhibitor,870483-87-7,True,,870483-87-7,11617559,cFMS Receptor Tyrosine Kinase Inhibitor,11617559,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/870483-87-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/cFMS%20Receptor%20Tyrosine%20Kinase%20Inhibitor/cids/JSON,11617559,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,11617559,MYQAUKPBNJWPIE-UHFFFAOYSA-N,MYQAUKPBNJWPIE,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,COC1=CC=C(C=C1)COC2=C(C=C(C=C2)CC3=CN=C(N=C3N)N)OC,MYQAUKPBNJWPIE-UHFFFAOYSA-N,"5-[[3-methoxy-4-[(4-methoxyphenyl)methoxy]phenyl]methyl]pyrimidine-2,4-diamine",MYQAUKPBNJWPIE-UHFFFAOYSA-N,MYQAUKPBNJWPIE,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,COc1ccc(COc2ccc(Cc3cnc(N)nc3N)cc2OC)cc1,1,True,True,,MYQAUKPBNJWPIE
55,56,GSK-3b Inhibitor I,327036-89-5,True,,327036-89-5,4124851,GSK-3b Inhibitor I,4124851,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/327036-89-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3b%20Inhibitor%20I/cids/JSON,4124851,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,4124851,JDSJDASOXWCHPN-UHFFFAOYSA-N,JDSJDASOXWCHPN,CN1C(=O)N(C(=O)S1)CC2=CC=CC=C2,CN1C(=O)N(C(=O)S1)CC2=CC=CC=C2,JDSJDASOXWCHPN-UHFFFAOYSA-N,"4-benzyl-2-methyl-1,2,4-thiadiazolidine-3,5-dione",JDSJDASOXWCHPN-UHFFFAOYSA-N,JDSJDASOXWCHPN,Cn1sc(=O)n(Cc2ccccc2)c1=O,Cn1sc(=O)n(Cc2ccccc2)c1=O,1,True,True,,JDSJDASOXWCHPN
56,57,GSK-3b Inhibitor II,478482-75-6,True,,478482-75-6,6539732,GSK-3b Inhibitor II,6539732,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/478482-75-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3b%20Inhibitor%20II/cids/JSON,6539732,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,6539732,ZRHRPGSSSVYBRG-UHFFFAOYSA-N,ZRHRPGSSSVYBRG,C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3,C1=CC(=CC(=C1)I)CSC2=NN=C(O2)C3=CC=NC=C3,ZRHRPGSSSVYBRG-UHFFFAOYSA-N,"2-[(3-iodophenyl)methylsulfanyl]-5-pyridin-4-yl-1,3,4-oxadiazole",ZRHRPGSSSVYBRG-UHFFFAOYSA-N,ZRHRPGSSSVYBRG,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,Ic1cccc(CSc2nnc(-c3ccncc3)o2)c1,1,True,True,,ZRHRPGSSSVYBRG
57,58,GSK-3b Inhibitor VIII,487021-52-3,True,,487021-52-3,448014,GSK-3b Inhibitor VIII,448014,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/487021-52-3/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3b%20Inhibitor%20VIII/cids/JSON,448014,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,448014,YAEMHJKFIIIULI-UHFFFAOYSA-N,YAEMHJKFIIIULI,COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-],COC1=CC=C(C=C1)CNC(=O)NC2=NC=C(S2)[N+](=O)[O-],YAEMHJKFIIIULI-UHFFFAOYSA-N,"1-[(4-methoxyphenyl)methyl]-3-(5-nitro-1,3-thiazol-2-yl)urea",YAEMHJKFIIIULI-UHFFFAOYSA-N,YAEMHJKFIIIULI,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,COc1ccc(CNC(=O)Nc2ncc([N+](=O)[O-])s2)cc1,1,True,True,,YAEMHJKFIIIULI
58,59,GSK-3 Inhibitor IX,667463-62-9,True,,667463-62-9,448949,GSK-3 Inhibitor IX,448949,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/667463-62-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3%20Inhibitor%20IX/cids/JSON,448949,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,448949,SAQUSDSPQYQNBG-UHFFFAOYSA-N,SAQUSDSPQYQNBG,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,C1=CC=C2C(=C1)C(=C(N2)C3=C(NC4=C3C=CC(=C4)Br)O)N=O,SAQUSDSPQYQNBG-UHFFFAOYSA-N,6-bromo-3-(3-nitroso-1H-indol-2-yl)-1H-indol-2-ol,SAQUSDSPQYQNBG-UHFFFAOYSA-N,SAQUSDSPQYQNBG,O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12,O=Nc1c(-c2c(O)[nH]c3cc(Br)ccc23)[nH]c2ccccc12,1,True,True,,SAQUSDSPQYQNBG
59,60,GSK-3 Inhibitor X,740841-15-0,True,,740841-15-0,135398521;135440369;136218974,GSK-3 Inhibitor X,135398521;135440369;136218974,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/740841-15-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3%20Inhibitor%20X/cids/JSON,,unresolved_ambiguous_cas,True,nonunique_intersection,2026-08-10,135398521;135440369;136218974,HUDSYNWJCPDHLL-CJLVFECKSA-N;HUDSYNWJCPDHLL-JWGURIENSA-N;HUDSYNWJCPDHLL-UHFFFAOYSA-N,HUDSYNWJCPDHLL,,,,,,,,,,False,False,HUDSYNWJCPDHLL,HUDSYNWJCPDHLL
60,61,GSK-3b Inhibitor XI,626604-39-5,True,,626604-39-5,10020713,GSK-3b Inhibitor XI,10020713,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/626604-39-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3b%20Inhibitor%20XI/cids/JSON,10020713,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,10020713,ZDEJZKULWCZIHL-UHFFFAOYSA-N,ZDEJZKULWCZIHL,C1=CC2=C(N=C1)N(C=C2C3=C(C(=O)NC3=O)C4=NC=CN=C4)CCCO,C1=CC2=C(N=C1)N(C=C2C3=C(C(=O)NC3=O)C4=NC=CN=C4)CCCO,ZDEJZKULWCZIHL-UHFFFAOYSA-N,"3-[1-(3-hydroxypropyl)pyrrolo[2,3-b]pyridin-3-yl]-4-pyrazin-2-ylpyrrole-2,5-dione",ZDEJZKULWCZIHL-UHFFFAOYSA-N,ZDEJZKULWCZIHL,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cnccn1,O=C1NC(=O)C(c2cn(CCCO)c3ncccc23)=C1c1cnccn1,1,True,True,,ZDEJZKULWCZIHL
61,62,"GSK3b Inhibitor XII, TWS119",601514-19-6,True,,601514-19-6,9549289,"GSK3b Inhibitor XII, TWS119",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/601514-19-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK3b%20Inhibitor%20XII%2C%20TWS119/cids/JSON,9549289,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,9549289,VPVLEBIVXZSOMQ-UHFFFAOYSA-N,VPVLEBIVXZSOMQ,C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O,C1=CC(=CC(=C1)N)C2=CC3=C(N2)N=CN=C3OC4=CC=CC(=C4)O,VPVLEBIVXZSOMQ-UHFFFAOYSA-N,"3-[[6-(3-aminophenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-yl]oxy]phenol",VPVLEBIVXZSOMQ-UHFFFAOYSA-N,VPVLEBIVXZSOMQ,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,Nc1cccc(-c2cc3c(Oc4cccc(O)c4)ncnc3[nH]2)c1,1,True,True,,VPVLEBIVXZSOMQ
62,63,GSK-3 Inhibitor XIII,404828-08-6,True,,404828-08-6,,GSK-3 Inhibitor XIII,6419766,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/404828-08-6/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GSK-3%20Inhibitor%20XIII/cids/JSON,6419766,resolved_unique_name_only,False,cas_not_found,2026-08-10,6419766,JYCUVOXSZBECAY-UHFFFAOYSA-N,JYCUVOXSZBECAY,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,CC1=CC(=NN1)NC2=NC(=NC3=CC=CC=C32)C4=CC=CC=C4,JYCUVOXSZBECAY-UHFFFAOYSA-N,N-(5-methyl-1H-pyrazol-3-yl)-2-phenylquinazolin-4-amine,JYCUVOXSZBECAY-UHFFFAOYSA-N,JYCUVOXSZBECAY,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,Cc1cc(Nc2nc(-c3ccccc3)nc3ccccc23)n[nH]1,1,True,True,,JYCUVOXSZBECAY
63,64,Gö 6976,136194-77-9,True,,136194-77-9,3501,Gö 6976,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/136194-77-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/G%C3%B6%206976/cids/JSON,3501,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,3501,VWVYILCFSYNJHF-UHFFFAOYSA-N,VWVYILCFSYNJHF,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O,CN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6N(C5=C31)CCC#N)CNC4=O,VWVYILCFSYNJHF-UHFFFAOYSA-N,"3-(23-methyl-14-oxo-3,13,23-triazahexacyclo[14.7.0.02,10.04,9.011,15.017,22]tricosa-1,4,6,8,10,15,17,19,21-nonaen-3-yl)propanenitrile",VWVYILCFSYNJHF-UHFFFAOYSA-N,VWVYILCFSYNJHF,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,Cn1c2ccccc2c2c3c(c4c5ccccc5n(CCC#N)c4c21)CNC3=O,1,True,True,,VWVYILCFSYNJHF
64,65,Gö 6983,133053-19-7,True,,133053-19-7,3499,Gö 6983,,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/133053-19-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/G%C3%B6%206983/cids/JSON,3499,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,3499,LLJJDLHGZUOMQP-UHFFFAOYSA-N,LLJJDLHGZUOMQP,CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,CN(C)CCCN1C=C(C2=C1C=CC(=C2)OC)C3=C(C(=O)NC3=O)C4=CNC5=CC=CC=C54,LLJJDLHGZUOMQP-UHFFFAOYSA-N,"3-[1-[3-(dimethylamino)propyl]-5-methoxyindol-3-yl]-4-(1H-indol-3-yl)pyrrole-2,5-dione",LLJJDLHGZUOMQP-UHFFFAOYSA-N,LLJJDLHGZUOMQP,COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C,COc1ccc2c(c1)c(C1=C(c3c[nH]c4ccccc34)C(=O)NC1=O)cn2CCCN(C)C,1,True,True,,LLJJDLHGZUOMQP
65,66,GTP-14564,34823-86-4,True,,34823-86-4,3385203,GTP-14564,3385203,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/34823-86-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/GTP-14564/cids/JSON,3385203,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,3385203,DZQLVVLATXPWBK-UHFFFAOYSA-N,DZQLVVLATXPWBK,C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43,C1=CC=C(C=C1)C2=NNC3=C2OC4=CC=CC=C43,DZQLVVLATXPWBK-UHFFFAOYSA-N,"3-phenyl-1H-[1]benzofuro[3,2-c]pyrazole",DZQLVVLATXPWBK-UHFFFAOYSA-N,DZQLVVLATXPWBK,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1,c1ccc(-c2n[nH]c3c2oc2ccccc23)cc1,1,True,True,,DZQLVVLATXPWBK
66,67,Isogranulatimide,244148-46-7,True,,244148-46-7,135418335,Isogranulatimide,135418335,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/244148-46-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Isogranulatimide/cids/JSON,135418335,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,135418335,KUWAFJHRXZRHJH-UHFFFAOYSA-N,KUWAFJHRXZRHJH,C1=CC=C2C(=C1)C3=C4C(=C(NC4=O)O)C5=CN=CN5C3=N2,C1=CC=C2C(=C1)C3=C4C(=C(NC4=O)O)C5=CN=CN5C3=N2,KUWAFJHRXZRHJH-UHFFFAOYSA-N,"8-hydroxy-2,4,9,19-tetrazapentacyclo[10.7.0.02,6.07,11.013,18]nonadeca-1(19),3,5,7,11,13,15,17-octaen-10-one",KUWAFJHRXZRHJH-UHFFFAOYSA-N,KUWAFJHRXZRHJH,O=c1[nH]c(O)c2c1c1c3ccccc3nc1n1cncc21,O=c1[nH]c(O)c2c1c1c3ccccc3nc1n1cncc21,1,True,True,,KUWAFJHRXZRHJH
67,68,"H-89, Dihydrochloride",127243-85-0,True,,127243-85-0,449241;5702541,"H-89, Dihydrochloride",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/127243-85-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/H-89%2C%20Dihydrochloride/cids/JSON,,unresolved_ambiguous_cas,True,nonunique_intersection,2026-08-10,449241;5702541,GELOGQJVGPIKAM-WTVBWJGASA-N;ZKZXNDJNWUTGDK-NSCUHMNNSA-N,GELOGQJVGPIKAM;ZKZXNDJNWUTGDK,,,,,,,,,,False,False,GELOGQJVGPIKAM;ZKZXNDJNWUTGDK,GELOGQJVGPIKAM;ZKZXNDJNWUTGDK
68,69,"HA 1077, Dihydrochloride Fasudil",103745-39-7,True,,103745-39-7,3547,"HA 1077, Dihydrochloride Fasudil",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/103745-39-7/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/HA%201077%2C%20Dihydrochloride%20Fasudil/cids/JSON,3547,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,3547,NGOGFTYYXHNFQH-UHFFFAOYSA-N,NGOGFTYYXHNFQH,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,C1CNCCN(C1)S(=O)(=O)C2=CC=CC3=C2C=CN=C3,NGOGFTYYXHNFQH-UHFFFAOYSA-N,"5-(1,4-diazepan-1-ylsulfonyl)isoquinoline",NGOGFTYYXHNFQH-UHFFFAOYSA-N,NGOGFTYYXHNFQH,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,1,True,True,,NGOGFTYYXHNFQH
69,70,"Herbimycin A, Streptomyces sp.",70563-58-5,True,,70563-58-5,5311102,"Herbimycin A, Streptomyces sp.",,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/70563-58-5/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Herbimycin%20A%2C%20Streptomyces%20sp./cids/JSON,5311102,resolved_unique_cas_name_not_found,False,cas_unique,2026-08-10,5311102,MCAHMSDENAOJFZ-BVXDHVRPSA-N,MCAHMSDENAOJFZ,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C=C([C@@H]1OC)C2=O)/C)OC)OC(=O)N)\C)C)OC)OC,CC1CC(C(C(C=C(C(C(C=CC=C(C(=O)NC2=CC(=O)C=C(C1OC)C2=O)C)OC)OC(=O)N)C)C)OC)OC,MCAHMSDENAOJFZ-BVXDHVRPSA-N,"[(4E,6Z,8S,9S,10E,12S,13R,14S,16S,17R)-8,13,14,17-tetramethoxy-4,10,12,16-tetramethyl-3,20,22-trioxo-2-azabicyclo[16.3.1]docosa-1(21),4,6,10,18-pentaen-9-yl] carbamate",MCAHMSDENAOJFZ-BVXDHVRPSA-N,MCAHMSDENAOJFZ,CO[C@H]1[C@@H](OC)C[C@H](C)[C@@H](OC)C2=CC(=O)C=C(NC(=O)/C(C)=C/C=C\[C@H](OC)[C@@H](OC(N)=O)/C(C)=C/[C@@H]1C)C2=O,COC1C=CC=C(C)C(=O)NC2=CC(=O)C=C(C2=O)C(OC)C(C)CC(OC)C(OC)C(C)C=C(C)C1OC(N)=O,1,True,True,,MCAHMSDENAOJFZ
70,71,IC261,186611-52-9,True,,186611-52-9,5288600,IC261,5288600,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/186611-52-9/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/IC261/cids/JSON,5288600,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,5288600,JBJYTZXCZDNOJW-JLHYYAGUSA-N,JBJYTZXCZDNOJW,COC1=CC(=C(C(=C1)OC)/C=C/2\C3=CC=CC=C3NC2=O)OC,COC1=CC(=C(C(=C1)OC)C=C2C3=CC=CC=C3NC2=O)OC,JBJYTZXCZDNOJW-JLHYYAGUSA-N,"(3E)-3-[(2,4,6-trimethoxyphenyl)methylidene]-1H-indol-2-one",JBJYTZXCZDNOJW-JLHYYAGUSA-N,JBJYTZXCZDNOJW,COc1cc(OC)c(/C=C2/C(=O)Nc3ccccc32)c(OC)c1,COc1cc(OC)c(C=C2C(=O)Nc3ccccc32)c(OC)c1,1,True,True,,JBJYTZXCZDNOJW
71,72,IKK-2 Inhibitor IV,507475-17-4,True,,507475-17-4,9903786,IKK-2 Inhibitor IV,9903786,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/507475-17-4/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/IKK-2%20Inhibitor%20IV/cids/JSON,9903786,resolved_unique_cas_name_agrees,False,cas_name_agree,2026-08-10,9903786,SAYGKHKXGCPTLX-UHFFFAOYSA-N,SAYGKHKXGCPTLX,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,C1=CC(=CC=C1C2=CC(=C(S2)NC(=O)N)C(=O)N)F,SAYGKHKXGCPTLX-UHFFFAOYSA-N,2-(carbamoylamino)-5-(4-fluorophenyl)thiophene-3-carboxamide,SAYGKHKXGCPTLX-UHFFFAOYSA-N,SAYGKHKXGCPTLX,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,NC(=O)Nc1sc(-c2ccc(F)cc2)cc1C(N)=O,1,True,True,,SAYGKHKXGCPTLX
72,73,Indirubin Derivative E804,854171-35-0,True,,854171-35-0,135398511;135565344;136218975,Indirubin Derivative E804,135398511;135565344;136218975,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/854171-35-0/cids/JSON,https://pubchem.ncbi.nlm.nih.gov/rest/pug/compound/name/Indirubin%20Derivative%20E804/cids/JSON,,unresolved_ambiguous_cas,True,nonunique_intersection,2026-08-10,135398511;135565344;136218975,TWOSIFOFWWXXIG-NKFKGCMQSA-N;TWOSIFOFWWXXIG-PTGBLXJZSA-N;TWOSIFOFWWXXIG-UHFFFAOYSA-N,TWOSIFOFWWXXIG,,,,,,,,,,False,False,TWOSIFOFWWXXIG,TWOSIFOFWWXXIG
