repetition,random_equal_n_residual_pr,random_minus_full_primary_residual_pr,complete_case_minus_random_residual_pr
40,9.2458275466305082,-0.057084396085945954,4.7243677683617555
41,9.1454854668483492,-0.15742647586810499,4.8247098481439146
42,9.3082425739432697,0.0053306312268155409,4.661952741048994
43,9.2640739627886255,-0.03883797992782867,4.7061213522036383
44,9.1853524453788005,-0.1175594973376537,4.7848428696134633
45,9.1754288547962748,-0.12748308792017937,4.794766460195989
46,9.3084500276362832,0.0055380849198289894,4.6617452873559806
47,9.3295173181045552,0.026605375388101038,4.6406779968877085
48,9.376200410512288,0.073288467795833867,4.5939949044799757
49,9.288950264174094,-0.01396167854236019,4.6812450508181698
50,9.2512607500921469,-0.051651192624307285,4.7189345649001169
51,9.3101892827700734,0.0072773400536192412,4.6600060322221903
52,9.2219117510308148,-0.081000191685639322,4.7482835639614489
53,9.2542449664318855,-0.048666976284568619,4.7159503485603782
54,9.3958540486379913,0.092942105921537177,4.5743412663542724
55,9.2776438650604796,-0.025268077655974608,4.6925514499317842
56,9.3656269686145794,0.062715025898125276,4.6045683463776843
57,9.2472775372823683,-0.055634405434085821,4.7229177777098954
58,9.3064150143563875,0.0035030716399333528,4.6637803006358762
59,9.2720521376161127,-0.030859805100341475,4.6981431773761511
60,9.1845277247007182,-0.11838421801573595,4.7856675902915455
61,9.2678334030738778,-0.035078539642576345,4.7023619119183859
62,9.21152501867995,-0.091386924036504169,4.7586702963123138
63,9.2643559978400649,-0.038555944876389248,4.7058393171521988
64,9.3628420701185266,0.059930127402072486,4.6073532448737371
65,9.3514115064316101,0.048499563715155958,4.6187838085606536
66,9.147082580230169,-0.15582936248628521,4.8231127347620948
67,9.3121797748544939,0.0092678321380397222,4.6580155401377699
68,9.3026176786931263,-0.00029426402332788371,4.6675776362991375
69,9.303737624822551,0.00082568210609679227,4.6664576901697128
70,9.3693939109571502,0.066481968240696077,4.6008014040351135
71,9.3507284334759238,0.047816490759469588,4.61946688151634
72,9.2973086355849119,-0.0056033071315422234,4.6728866794073518
73,9.3948786557141251,0.091966712997670896,4.5753166592781387
74,9.3458481727831586,0.042936230066704439,4.6243471422091051
75,9.2257098178237253,-0.077202124892728818,4.7444854971685384
76,9.245397490012019,-0.057514452704435115,4.7247978249802447
77,9.4289693072446603,0.12605736452820615,4.5412260077476034
78,9.319549424935806,0.016637482219351796,4.6506458900564578
79,9.2755786917535108,-0.027333250962943367,4.694616623238753
80,9.3031961942543528,0.00028425153789868318,4.6669991207379109
81,9.3471212978921461,0.044209355175691911,4.6230740171001177
82,9.2632319660787754,-0.039679976637678749,4.7069633489134883
83,9.2022677170388647,-0.10064422567758946,4.767927597953399
84,9.3646334621414411,0.061721519424986937,4.6055618528508226
85,9.2351148825304872,-0.067797060185966984,4.7350804324617766
86,9.3100772545631365,0.0071653118466823429,4.6601180604291272
87,9.120113747455429,-0.18279819526102514,4.8500815675368347
88,9.3984927353885297,0.095580792672075532,4.5717025796037341
89,9.3644609335200926,0.061548990803638404,4.6057343814721712
90,9.2596912154923174,-0.043220727224136724,4.7105040994999463
91,9.2630417883217504,-0.039870154394703761,4.7071535266705133
92,9.3897751474082742,0.086863204691820073,4.5804201675839895
93,9.2592726680495527,-0.043639274666901429,4.710922646942711
94,9.2613903306221879,-0.041521612094266303,4.7088049843700759
95,9.2128258557257681,-0.090086086990686098,4.7573694592664957
96,9.3521997596283928,0.04928781691193862,4.617995555363871
97,9.3087316548070973,0.0058197120906431365,4.6614636601851664
98,9.3989091383771441,0.095997195660689982,4.5712861766151196
99,9.4115450533251686,0.10863311060871439,4.5586502616670952
100,9.3895425464972533,0.08663060378079912,4.5806527684950105
101,9.3000355722932113,-0.0028763704232428466,4.6701597426990524
